Molecule,SMILES,Volume,PSA_RDKit,NHA,NHD,NRB,FractionCSP3,PSA_Volume_Ratio,Partition_Energy_kcal_mol,Hydration_Energy_kcal_mol,LogD,KSOL,HLM CLint,MLM CLint,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,MPPB,MBPB,MGMB
E-0013498,CN(C)CCc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,320.0640000000000,28.16,3,1,6,0.19047619047619000,0.08798240351929610,3.8668058820791500,-8.814844787844240,3.3,76.3,725.0,3609.5,9.29,0.64,,,
E-0013499,O=C(c1n[nH]c2ccccc12)N1CC2CC1CN2Cc1ccc(Cl)cc1,320.02400000000000,52.230000000000000,3,1,3,0.3,0.1632065095117870,5.816314204104850,-12.892679948307800,3.9,51.4,74.7,857.1,30.06,1.0,,,
E-0013500,O=C(c1n[nH]c2ccccc12)N1CCc2c(ncn2Cc2cccc(Cl)c2)C1,336.6400000000000,66.81,4,1,3,0.19047619047619000,0.1984612642585550,8.271960456943130,-18.127240975475600,3.7,2.96,726.9,5860.0,26.44,1.11,,,
E-0013501,O=C(c1n[nH]c2ccccc12)N1CCc2c(ncn2-c2ccc(Cl)cc2)C1,319.6480000000000,66.81,4,1,2,0.15,0.2090111622785060,7.200465772531920,-15.957185050626400,3.8,0.58,16.7,235.9,19.56,1.01,,,
E-0013502,Cc1ccc2[nH]nc(C(=O)N3CCCN(Cc4ccc(Cl)cc4)C(=O)C3)c2c1,349.2720000000000,69.30000000000000,3,1,3,0.2857142857142860,0.19841269841269800,7.180780276900130,-15.887477285250200,3.4,47.4,585.8,,19.83,1.15,,,
E-0013503,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(CO)cc2)CC1,347.1040000000000,78.45,4,2,5,0.2727272727272730,0.2260129528902,9.04188872553783,-19.952567469157900,2.3,74.7,28.3,439.0,5.32,1.47,,,
E-0013504,CN(C)Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,384.70400000000000,61.46,4,1,6,0.3333333333333330,0.15975919148228200,8.171469807221180,-17.927583543049500,1.6,76.6,17.0,403.8,5.2,5.7,,,
E-0013505,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)F)cc2)CC1,349.1120000000000,58.22,3,1,5,0.2727272727272730,0.16676596622287400,8.417752734521220,-18.4786833926848,3.6,24.6,22.0,562.6,9.8,0.97,,,
E-0013506,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(F)cc45)CC3)cc2)C1,416.6560000000000,53.84,6,0,6,0.44,0.12921930801428500,6.902415263912800,-15.50828408722590,1.3,80.6,6.8,36.4,24.04,1.24,30.5,12.0,
E-0013507,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(Cl)ccc45)CC3)cc2)C1,426.4800000000000,53.84,6,0,6,0.44,0.12624273119489800,7.086506613901750,-15.828468405999200,1.7,91.1,15.4,85.8,26.99,0.86,,,
E-0013508,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccc(F)cc45)CC3)cc2)C1,420.8320000000000,40.95,5,0,6,0.4230769230769230,0.09730723899323240,7.156224646191810,-15.91952873199430,1.8,87.4,51.5,157.2,28.09,0.75,,,
E-0013509,COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccc(F)cc45)CC3)cc2)C1,404.2000000000000,40.95,5,0,5,0.4,0.10131123206333500,7.081133938946750,-15.811243561223500,2.3,82.2,50.6,655.2,30.39,1.21,,,
E-0013510,COCCCN[C@@H](C)COc1cnn(-c2ccc3ccncc3c2)c1,324.2720000000000,61.200000000000000,6,1,9,0.3684210526315790,0.18873044851236000,5.715466139709990,-12.81424844268830,1.5,91.3,18.7,1770.3,32.62,0.75,,,
E-0013511,NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,274.61600000000000,93.79,5,2,5,0.058823529411764700,0.3415314475485770,6.935681762984060,-15.459858199094200,1.8,71.7,17.1,451.5,23.44,1.58,16.4,13.7,
E-0013512,NC(=O)Cc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,274.47200000000000,93.79,5,2,5,0.058823529411764700,0.34171062986388400,7.353754130245040,-16.55734720343220,1.7,104.0,34.2,1353.8,1.57,24.85,,,
E-0013513,NC(=O)Cc1cncc(Nc2cccc(-c3cccnc3)n2)c1,275.34400000000000,93.79,5,2,5,0.058823529411764700,0.34062845022953100,9.18023227622815,-19.97146858893780,1.8,95.1,43.2,1817.9,0.94,43.64,,,
E-0013514,Fc1cccc(-c2ccnc(Nc3ccc(CC4CCNCC4)cc3)n2)c1,337.1840000000000,49.84,4,2,5,0.2727272727272730,0.14781247034260200,4.449445724265550,-10.049373596126600,1.7,56.0,3.4,831.3,3.17,1.03,,,
E-0013515,CC(=O)Nc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,284.10400000000000,66.91,4,2,4,0.05555555555555560,0.23551234759102300,6.371261012764500,-14.0970683349574,3.4,1.82,93.4,6458.4,31.01,0.82,,,
E-0013516,Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1F,335.19200000000000,50.28,5,1,5,0.23809523809523800,0.1500035800377100,4.403871818162630,-10.015851975061600,3.9,1.9,54.8,1291.2,7.95,0.6,,,
E-0013517,Fc1ccc(F)c(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,335.19200000000000,50.28,5,1,5,0.23809523809523800,0.1500035800377100,4.374530702410330,-9.963335070687990,3.7,2.15,51.3,2498.1,8.59,0.6,,,
E-0013518,Fc1cccc(-c2cccc(Nc3ccc(CC4CCNCC4)cc3)n2)c1,342.0560000000000,36.95,3,2,5,0.2608695652173910,0.10802324765535500,4.206295018244110,-9.584418777713380,2.2,33.9,0.0,162.3,,,,,
E-0013519,c1cc2ccc(-n3ccc(OCCN4CCCCC4)n3)cc2cn1,303.6960000000000,43.18,5,0,5,0.3684210526315790,0.14218165533955000,4.328276663274800,-9.626789222785640,2.3,83.2,175.3,1410.8,31.23,0.76,,,
E-0013520,Cc1ccc2[nH]nc(C(=O)N3CCC(=O)N(Cc4ccc(Cl)cc4)CC3)c2c1,348.9840000000000,69.3,3,1,3,0.2857142857142860,0.19857643903445400,7.520527986113330,-16.553357801429600,3.3,6.79,2589.9,7220.3,27.69,0.82,,,
E-0013522,O=C(c1n[nH]cc1-c1cccnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,332.77600000000000,71.11,4,1,4,0.25,0.2136872851407550,8.384530521735290,-18.427394090491700,3.0,54.0,104.3,1050.4,25.63,1.06,,,
E-0013523,c1cc(CCNc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccn1,349.33600000000000,75.2,7,2,7,0.2857142857142860,0.2152655323241810,7.322656229508490,-16.180906701865500,2.4,37.0,11.3,352.6,29.22,1.43,,,
E-0013524,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccc(CO)c2)CC1,346.9840000000000,78.45,4,2,5,0.2727272727272730,0.22609111659327200,9.005388311476340,-19.913922997950300,2.5,67.1,34.3,333.8,17.77,1.23,,,
E-0013525,CN(C)Cc1cccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)c1,384.4240000000000,61.46,4,1,6,0.3333333333333330,0.15987555407570800,8.303453241637130,-18.226515358170500,2.0,72.4,33.5,403.3,8.11,3.93,,,
E-0013526,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccc(C(F)F)c2)CC1,348.8880000000000,58.22,3,1,5,0.2727272727272730,0.16687303661920200,8.180614331559030,-17.909589058406800,3.6,31.9,48.4,594.0,15.94,0.61,,,
E-0013527,O=C(c1n[nH]cc1-c1ccc(CO)cc1)N1CCC(Oc2ccc(Cl)cc2)CC1,362.16800000000000,78.45,4,2,5,0.2727272727272730,0.2166121799827700,9.503213397183750,-20.95424443071280,3.1,47.0,71.8,792.3,13.22,2.13,,,
E-0013528,CN(C)Cc1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)cc1,400.0880000000000,61.46000000000000,4,1,6,0.3333333333333330,0.15361620443502400,8.473775479357340,-18.558253071553200,2.6,63.9,161.4,4179.2,17.29,2.06,,,
E-0013529,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Nc2ccc(Cl)cc2)CC1,340.4320000000000,61.02,3,2,4,0.23809523809523800,0.17924284438595700,8.778556577785240,-19.177665988856300,3.5,47.7,17.7,287.8,25.89,0.81,,,
E-0013530,COc1ccc2[nH]c3c(=O)n(C4(CCN5CCCCC5)CC4)cnc3c2c1,343.7920000000000,63.150000000000000,5,1,5,0.5238095238095240,0.18368664774049400,5.7118502186351700,-12.679905785815800,1.7,80.2,8.9,139.2,22.65,1.28,,,
E-0013531,COCC1CN(Cc2ccc(N3C[C@@H]4CC[C@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,433.7600000000000,53.84,6,0,6,0.48148148148148100,0.12412393950571700,7.612432263326460,-16.634333892116000,1.1,87.8,10.8,120.9,15.26,1.96,,,
E-0013532,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(OC)cc45)CC3)cc2)C1,436.5280000000000,63.07000000000000,7,0,7,0.46153846153846200,0.14448099549169800,7.57159982643072,-16.897585980398300,1.1,88.6,5.6,44.7,16.01,2.65,,,
E-0013533,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccncc45)CC3)cc2)C1,410.8320000000000,53.84,6,0,6,0.44,0.13105113525723400,8.764083567969840,-18.811080746221400,0.2,93.2,3.0,25.6,2.17,11.08,,,
E-0013534,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(OC)ccc45)CC3)cc2)C1,436.8320000000000,63.07000000000000,7,0,7,0.46153846153846200,0.14438044831880400,7.161134663829810,-16.050395525601100,1.8,73.2,37.5,223.5,26.11,0.84,,,
E-0013535,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncncc45)CC3)cc2)C1,407.1440000000000,66.73,7,0,6,0.4583333333333330,0.16389778555007600,7.79640699100197,-17.46299438716890,-0.1,92.3,2.1,29.0,5.33,5.79,,,
E-0013536,CO[C@@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,409.3760000000000,53.84,6,0,5,0.44,0.13151723598843100,7.0923205096144400,-15.64185105620050,1.2,81.0,9.1,117.9,26.18,0.98,,,
E-0013537,COC[C@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,435.2880000000000,63.07000000000000,7,0,6,0.46153846153846200,0.14489257686864800,7.917789429389410,-17.714429856592600,2.0,115.0,120.9,3053.8,35.68,1.08,,,
E-0013538,CO[C@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,409.4400000000000,53.84,6,0,5,0.44,0.13149667838999600,6.9491103424606900,-15.496592981167700,1.3,78.6,5.2,148.7,29.73,1.29,,,
E-0013576,c1cc2ccc(-n3cc(OC4CCNCC4)cn3)cc2cn1,270.5040000000000,51.97,5,1,3,0.29411764705882400,0.19212285215745400,5.108753347881610,-11.399105380217500,0.2,80.6,4.6,1382.6,20.23,1.48,,,
E-0013577,c1cc2ccc(-n3cc(OC4CNC4)cn3)cc2cn1,239.39200000000000,51.97,5,1,3,0.2,0.21709163213474100,5.041080300186630,-11.31293052888840,0.7,98.8,4.6,195.1,33.0,0.81,,,
E-0013578,CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cn3)cc21,349.70400000000000,45.67,4,0,5,0.45454545454545500,0.13059616132500600,5.239385999409020,-11.715622871455800,2.2,78.6,5.8,133.2,29.54,0.94,,,
E-0013579,c1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,393.4000000000000,62.31,6,2,5,0.36,0.1583884087442810,6.038628439634780,-13.650540388814600,1.1,61.7,5.1,342.8,9.54,1.26,,,
E-0013580,c1cc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)c2)cc(N2CCOCC2)c1,393.6320000000000,52.66000000000000,6,2,5,0.32,0.13377977400211400,6.330773266120340,-14.385955667350400,1.9,67.2,6.9,332.0,9.52,0.82,,,
E-0013581,c1cc(Nc2cc(-c3cccc(N4CCOCC4)c3)ccn2)cc(C2CCNCC2)c1,398.36000000000000,49.42,5,2,5,0.34615384615384600,0.12405864042574600,6.083180867568640,-13.788057881977600,1.5,60.8,5.0,184.5,2.55,4.21,,,
E-0013582,c1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)c2)cc(N2CCOCC2)c1,398.1120000000000,49.42,5,2,5,0.34615384615384600,0.12413592154971500,5.920550147604010,-13.439387840832900,1.5,63.7,7.4,252.3,4.05,1.41,,,
E-0013583,c1cc(CN2CCOCC2)cc(Nc2cc(-c3cccc(N4CCOCC4)c3)ccn2)c1,407.6320000000000,49.86,6,1,6,0.34615384615384600,0.12231620677473800,6.304392329000870,-14.315045622079800,3.7,36.6,194.8,3229.3,13.86,1.17,,,
E-0013584,CN(c1ccc(CN2CCOCC2)cc1)c1nccc(-c2cccc(F)c2)n1,347.60800000000000,41.49,5,0,5,0.2727272727272730,0.11935858783457200,4.527224336747770,-10.248659983873200,4.0,27.2,91.4,2813.8,13.25,0.98,,,
E-0013587,O=C(c1n[nH]cc1-c1cncnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,328.16800000000000,84.0,5,1,4,0.2631578947368420,0.2559664562053580,9.18085189228276,-20.159817679302500,2.4,59.2,30.6,494.9,27.9,1.45,,,
E-0013588,O=C(c1[nH]ccc1-c1ccccc1)N1CCC(Oc2ccc(Cl)cc2)CC1,340.7120000000000,45.33,2,1,4,0.22727272727272700,0.13304491770175400,5.79002172084688,-12.97329405758630,,1.88,100.0,1468.8,2.0,1.07,,,
E-0013589,O=C(c1n[nH]cc1C1CCCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,354.2800000000000,58.22,3,1,4,0.5238095238095240,0.16433329569831800,6.085511830971930,-13.370482771824300,,0.92,100.6,1385.6,2.7,0.97,,,
E-0013590,O=C(c1n[nH]cc1C1=CCCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,348.21600000000000,58.22,3,1,4,0.42857142857142900,0.16719507432168500,7.159564915368880,-15.682542988701000,4.3,1.17,77.2,1282.4,3.92,0.8,,,
E-0013591,O=C(c1n[nH]cc1C1=CCOCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,341.0560000000000,67.45,4,1,4,0.4,0.19776810846312600,8.661773789277770,-18.948520960875500,2.8,56.8,62.4,749.5,36.89,0.94,,,
E-0013592,O=C(c1n[nH]cc1C1CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,338.2240000000000,58.22,3,1,4,0.5,0.1721344434457640,6.284246352338760,-13.799521433029500,3.5,2.89,80.5,872.9,7.61,0.76,,,
E-0013593,O=C(c1n[nH]cc1C1=CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,331.82400000000000,58.22,3,1,4,0.4,0.17545445778485000,7.438918564043620,-16.265821989862300,4.1,1.18,58.3,678.7,6.43,0.87,,,
E-0013594,COCC1CN(Cc2ccc(N3C[C@H]4CC[C@@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,433.7120000000000,53.84,6,0,6,0.48148148148148100,0.1241376766148970,7.578261737152030,-16.490430860517000,1.0,89.4,11.1,44.0,6.28,5.81,,,
E-0013595,CCOc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,338.1120000000000,50.260000000000000,4,1,6,0.47619047619047600,0.1486489683891730,5.256411799775250,-11.810593519191000,2.2,71.4,16.5,124.5,14.57,1.31,11.3,1.2,
E-0013596,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,416.1360000000000,53.84,6,0,6,0.44,0.12938077936059400,7.424119226654080,-16.388816609235800,1.4,64.4,1.6,54.9,21.8,1.44,,,
E-0013597,COC[C@@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,426.5440000000000,53.84,6,0,6,0.46153846153846200,0.12622378933943500,6.661187057839110,-14.941888880764600,1.4,93.4,66.4,896.9,18.94,1.56,,,
E-0013598,CCOc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2c1,334.4720000000000,63.150000000000000,5,1,6,0.5,0.18880504197660800,5.588257861073350,-12.48877356443830,1.9,83.2,8.0,77.9,18.63,1.34,,,
E-0013599,CCn1c2ccc(O)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,333.97600000000000,63.29,6,1,5,0.5,0.18950463506359700,5.634617385550390,-12.758341890701100,1.7,63.2,0.4,701.4,22.24,1.59,,,
E-0013600,CCOc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2CC,368.1760000000000,52.29,6,0,7,0.5454545454545450,0.1420244665594720,5.072102997184730,-11.275039830401800,2.6,82.8,15.5,2092.4,14.68,1.27,,,
E-0013601,COC[C@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,425.9600000000000,53.84,6,0,6,0.46153846153846200,0.1263968447741570,7.049672867428090,-15.532694505409000,1.4,87.4,8.6,1171.3,21.79,1.13,,,
E-0013602,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(F)c2)C1,416.4320000000000,53.84,6,0,6,0.44,0.12928881546086800,6.907731775033870,-15.441765379837600,1.4,89.0,8.8,50.8,32.48,1.27,,,
E-0013603,COC[C@@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,435.8880000000000,63.07000000000000,7,0,6,0.46153846153846200,0.14469313218074400,7.635953006298610,-17.128183896537600,2.1,73.0,131.0,,40.16,0.91,,,
E-0013604,C[C@@H](COc1cnn(-c2ccc3ccncc3c2)c1)NCCCO,305.8640000000000,72.2,6,2,8,0.3333333333333330,0.23605262469594300,6.330672350224660,-14.100835881704600,-0.7,94.4,,,,,80.7,,
E-0013605,CN1CCCCC1c1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,341.7200000000000,28.16,3,1,4,0.2608695652173910,0.08240664871824880,3.5645874911237000,-8.099443454440260,4.0,36.3,9.6,565.8,2.81,0.83,0.4,,
E-0013606,CN1CCC(Cc2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,349.3520000000000,41.05,4,1,5,0.30434782608695700,0.11750326318441000,4.383118267147000,-9.945517512601980,2.4,75.3,26.9,1084.8,21.22,0.84,3.9,1.6,
E-0013607,Fc1cccc(-c2ccnc(Nc3ccc(OC4CCNCC4)cc3)n2)c1,329.5440000000000,59.07000000000000,5,2,5,0.23809523809523800,0.17924768771393200,4.915325777697730,-11.051019221892800,1.7,40.5,,,,,3.1,,
E-0013608,O=C1CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc2N1,332.51200000000000,54.46,4,1,5,0.42857142857142900,0.16378356269848900,5.3904628134017700,-12.090431954164500,2.4,71.4,25.8,2192.8,43.26,0.76,4.4,3.7,
E-0013609,c1cc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,389.0960000000000,65.55000000000000,7,2,5,0.3333333333333330,0.16846742192158200,6.488962394999660,-14.568741242193800,1.6,49.0,,,,,6.4,,
E-0013610,c1cc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc(C2CCNCC2)c1,392.9520000000000,62.31,6,2,5,0.36,0.15856898552495000,6.278845248256820,-14.099572055829500,1.2,67.1,,,,,2.1,,
E-0013611,c1cc(CN2CCOCC2)cc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)c1,402.7440000000000,62.75,7,1,6,0.36,0.15580616967602200,6.091727794970600,-13.766617229046500,3.5,5.34,,,,,1.7,,
E-0013612,Fc1ccc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1N1CCOCC1,408.3200000000000,62.75,7,1,6,0.36,0.153678487460815,5.678447743166220,-12.928046006931900,3.7,1.99,,,,,1.3,,
E-0013613,Cn1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)ccc1=O,346.2720000000000,72.28,7,1,5,0.2857142857142860,0.20873763977451200,6.763438903902520,-15.066405292531900,1.8,84.0,,,,,4.9,,
E-0013616,COCc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,364.2320000000000,67.45,4,1,6,0.30434782608695700,0.1851841683322720,8.595581216275880,-18.878739128843100,3.0,59.3,105.3,2224.0,34.26,1.15,3.1,,
E-0013617,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccccc2Cl)CC1,336.7440000000000,58.22,3,1,4,0.23809523809523800,0.17289097949777900,7.785015592135880,-17.12042903746820,3.8,2.11,425.6,6671.2,9.91,1.03,1.3,,
E-0013618,CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,438.8400000000000,87.76000000000000,5,1,4,0.48,0.19998177012122900,9.515177408992090,-20.816531660158100,4.2,4.01,1981.3,10082.9,4.48,1.19,0.0,,
E-0013619,CN1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,361.3280000000000,61.46000000000000,4,1,4,0.42857142857142900,0.17009476154629600,7.873979795079300,-17.23403488402470,1.9,71.6,,,,,17.9,,
E-0013620,Cc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,306.4240000000000,71.11,4,1,3,0.3157894736842110,0.2320640680886610,6.901962666910070,-15.229425458804900,2.9,62.5,,,,,6.9,,
E-0013621,O=C(c1[nH]nc2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,322.75200000000000,71.11,4,1,3,0.3157894736842110,0.22032396391037100,7.311056518501950,-16.16209899740420,3.4,10.4,3.5,66.0,40.4,0.97,2.1,,
E-0013622,O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2ccc(Cl)nc2)CC1,332.5520000000000,71.11,4,1,4,0.25,0.213831220380572,7.668284111088540,-16.892242718629100,2.8,56.8,18.7,570.9,36.11,1.15,3.7,,
E-0013623,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,350.4320000000000,71.11,4,1,4,0.2857142857142860,0.20292096612181500,8.61248977823964,-18.85790260456160,3.1,50.8,8.5,444.3,32.43,1.18,3.3,,
E-0013624,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cnccc45)CC3)cc2)C1,411.5600000000000,53.84,6,0,6,0.44,0.13081932160559800,8.566098893433050,-18.61728462025500,0.4,80.9,,,,,56.2,,
E-0013625,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nccc(F)c45)CC3)cc2)C1,416.5920000000000,53.84,6,0,6,0.44,0.1292391596574110,7.004958620958530,-15.67273753767050,0.8,85.4,,,,,53.6,,
E-0013626,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cccnc45)CC3)cc2)C1,411.3280000000000,53.84,6,0,6,0.44,0.13089310720398300,7.707797660187140,-17.029312804033800,0.4,75.3,,,,,38.0,,
E-0013627,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(C#N)cc45)CC3)cc2)C1,429.2800000000000,77.63,7,0,6,0.4230769230769230,0.18083768169959000,9.031362297112330,-19.71588051006470,0.7,80.9,,,,,52.4,,
E-0013628,CCOc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,355.3280000000000,39.4,5,0,6,0.5,0.11088346541786700,4.495368667628930,-10.024675503463700,2.6,82.6,11.7,161.8,16.92,0.7,10.3,,
E-0013629,COCC1CN(Cc2cc(F)c(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,421.3040000000000,53.84,6,0,6,0.44,0.12779370715682700,7.263820197756950,-16.208680882649100,2.0,73.2,,,,,23.0,,
E-0013630,COc1ccc2c(c1)c1c(Cl)cn(CCCN3CCCCC3)c(=O)c1n2C,354.1280000000000,39.4,5,0,5,0.47619047619047600,0.11125920571092900,3.7750282720843800,-8.505570947247370,3.2,64.0,,,,,2.7,,
E-0013631,Cn1c2ccccc2c2c(Cl)cn(CCCN3CCCCC3)c(=O)c21,328.33600000000000,30.17,4,0,4,0.45,0.09188757857804200,3.193794147010630,-7.1769377940093800,3.2,69.9,37.5,3443.7,14.89,0.81,1.4,,
E-0013632,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(C(F)(F)F)c2)C1,443.9760000000000,53.84,6,0,6,0.46153846153846200,0.12126781627835700,7.017460267033660,-15.734997086522600,3.1,56.2,,,,,6.6,,
E-0013633,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C)ccc45)CC3)cc2)C1,427.7120000000000,53.84,6,0,6,0.46153846153846200,0.125879096214275,7.31900448809328,-16.080593248792100,1.2,85.4,,,,,29.0,,
E-0013634,c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)nc2cn1,299.90400000000000,56.07,6,0,5,0.3888888888888890,0.18695982714468600,4.185854976212980,-9.393041779230190,2.1,94.2,,,,,31.5,,
E-0013636,NCCOc1cnn(-c2ccc3ccncc3c2)c1,231.20000000000000,65.96000000000000,5,1,4,0.14285714285714300,0.2852941176470590,5.2580061425014300,-11.776901495506900,0.5,102.0,,,,,48.1,,
E-0013637,Fc1cc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,402.9280000000000,49.42,5,2,5,0.34615384615384600,0.12265218599849100,6.206685925972170,-13.96147034276690,2.0,44.8,2.9,48.1,0.82,2.27,0.7,,
E-0013638,CN1CCC(c2ccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,419.8400000000000,40.630000000000000,5,1,5,0.37037037037037000,0.09677496189024390,5.33361670125566,-12.143935969983000,3.5,73.4,10.3,284.3,1.55,0.71,0.5,,
E-0013639,CN1CCC(c2cccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,419.7120000000000,40.630000000000000,5,1,5,0.37037037037037000,0.09680447544983220,5.686193169710100,-12.804961446693700,3.7,71.4,13.7,488.7,0.93,1.15,2.9,0.0,
E-0013640,c1cnc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cn1,317.2080000000000,76.06,7,1,5,0.2631578947368420,0.23977957680764700,5.020947489609480,-11.496240703463900,2.3,118.0,,,,,9.5,,
E-0013642,c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cnccn2)c1,321.83200000000000,63.17,6,1,5,0.25,0.1962825325014290,4.838404550541540,-11.021043613205300,2.9,95.0,20.7,1485.8,35.49,0.93,7.6,,
E-0013643,Cn1cc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)ccc1=O,350.9200000000000,59.39000000000000,6,1,5,0.2727272727272730,0.16924085261598100,6.52534952101923,-14.67192289543290,2.1,73.7,,,,,10.2,,
E-0013644,COCc1cccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)c1,364.5920000000000,67.45,4,1,6,0.30434782608695700,0.1850013165401330,8.465071775419190,-18.676226236795400,3.1,45.4,,,,,1.9,,
