Molecule,SMILES,Volume,PSA_RDKit,NHA,NHD,NRB,FractionCSP3,PSA_Volume_Ratio,E_HOMO,E_LUMO_HOMO_GAP,Dipole_Moment,Polarizability,PSA_DFT,Partition_Energy_kcal_mol,Hydration_Energy_kcal_mol,LogD,KSOL,HLM,MLM,Caco-2-PP,Caco-2-PE,MPPB,MBPB,MGMB,rankPP,rankPE,rankKSOL,MPPB_,MBPB_,MGMB_,Caco-2-PE-log
E-0014129,O=C(c1n[nH]cc1-c1ccc2c(c1)OC(F)(F)O2)N1CCN(Cc2cncc(Cl)c2)CC1,371.816,83.58,6,1,4,0.285714285714286,0.224788605116509,-0.225869214888818,0.183942572189552,1.88121480121225,365.476171771155,426.230261893729,7.69051532480316,-17.0395835622205,3.3,5.45958551414416,6.73387796897085,7.70926346921215,,,,,,,,3,,,,
E-0014130,O=C(c1n[nH]cc1-c1ccc2c(c1)OC(F)(F)O2)N1CCC(Oc2cncc(Cl)c2)CC1,367.184,89.57,6,1,4,0.285714285714286,0.243937644341801,-0.227977338648078,0.186657854622593,2.6163840872678,359.451504399919,513.634922059352,8.87743838250482,-19.5959632255432,4.1,3.11794990627824,5.02650864325255,6.04453126804467,,,,,,,,1,,,,
E-0014131,N#Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,370.592,94.9,6,1,4,0.217391304347826,0.256076763664623,-0.227163557552874,0.175896625586371,4.04644536935022,415.674244186877,745.571070761727,10.9656002789792,-23.9041422257772,2.8,4.4042772436087,3.56671182013973,5.34758360785096,1.58923520511658,5.68,4.8,2.21,,2,4,2,2.98736402388347,3.78982980679452,,1.90
E-0014132,COc1ccc(-n2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)cn2)c(OC)c1,383.192,78.71,7,0,6,0.318181818181818,0.205406167143364,-0.222116634683359,0.180685471212332,3.36624619458915,390.387193510826,572.324338785246,7.73922296872248,-17.1470418512058,3.4,3.95699637107088,2.92316158071916,5.96152067073491,,,,,,,,2,,,,
E-0014133,Clc1cncc(OC2CCN(Cc3n[nH]c4ccccc34)CC2)c1,302.68,54.04,4,1,4,0.333333333333333,0.178538390379278,-0.220908171037685,0.180240116926811,1.99313828977351,313.429052805278,193.981388705826,5.11061591412415,-11.5919245762593,3.2,5.51342874616498,3.93573953204546,7.18553851925467,,,,,,,,3,,,,
E-0014134,OCCCOc1cnn(-c2ccc3ccncc3c2)c1,244.2,60.17,5,1,5,0.2,0.246396396396396,-0.215699632396235,0.150451236426265,2.56663912552278,277.01513335945,272.845332264175,5.41602215678573,-12.1679453589417,2.1,3.86702563949741,3.24649099190117,6.74511869550458,,,,,,,,2,,,,
E-0014135,O=C1CCc2ccc(-n3cc(OCCNC4CCC(F)(F)CC4)cn3)cc2N1,345.448,68.18,5,2,6,0.5,0.197366897478057,-0.215424376945326,0.179673683370674,1.82927672933033,341.986798357355,437.88838198123,7.59154800741223,-17.1594186045645,1.7,5.61677109766657,1.38629436111989,3.40452517175483,,,,,,,,4,,,,
E-0014136,NC1(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCCCC1,338.568,48.14,3,1,5,0.347826086956522,0.142187093877744,-0.213260806756206,0.151068166477412,2.40572311528707,393.115644075763,175.942768970121,4.71237955519782,-10.6414924972784,2.5,2.10169215061466,2.00148000021012,4.89110072540107,,,,,,,,1,,,,
E-0014137,c1cc2cnc(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,318.544,38.25,4,0,5,0.333333333333333,0.120077603094078,-0.213667223286395,0.139484662526314,1.17624246477747,380.446253615156,184.270580269317,4.13727427873532,-9.29483169274879,2,5.63835466933375,3.06339092202781,7.0597035352542,,,,,,,,4,,,,
E-0014138,O=C1CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)c(F)c2N1,337.392,54.46,4,1,5,0.428571428571429,0.161414615639968,-0.216794447610107,0.161276594549872,1.63199759487492,359.207035024369,175.420883093951,4.74652526545477,-10.7575161789295,1.9,5.68357976733868,1.50407739677627,4.70953020131233,,,,,,,,4,,,,
E-0014139,NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)n1,270.4,106.68,6,2,5,0.0625,0.394526627218935,-0.223593205145378,0.163512886359306,2.58030533800118,312.687129824463,389.965449016588,6.77458939997539,-15.1350119893982,1.3,5.18738580584076,2.09186406167839,4.69134788222914,3.41345527905766,1.22,50.2,41.23,,4,2,3,-0.00800004266707626,0.35446537390575,,0.80
E-0014140,NC(=O)Cc1cccc(Oc2cccc(-c3cccnc3)n2)n1,271.512,90.99,5,1,5,0.0588235294117647,0.335123309466985,-0.238276360281821,0.174867885146286,2.82974276884867,294.013207777199,397.957965429635,6.47669165560914,-14.3616962727332,0.9,5.68697535633982,0,4.2710950739666,,,,,,,,4,,,,
E-0014141,CN(c1cccc(-c2cccnc2)n1)c1ccn(CC(N)=O)n1,276.904,89.93,6,1,5,0.125,0.324769595238783,-0.20494386667173,0.147898736655674,2.00836532542713,304.699585133125,439.183006836316,6.88856623385435,-15.3417383103534,1.4,5.69035945432406,2.68784749378469,4.57471097850338,,,,,,,,4,,,,
E-0014142,NC(=O)Cc1cccc(Nc2cccc(-c3cccc(S(N)(=O)=O)c3)n2)n1,324.856,141.06,6,3,6,0.0555555555555556,0.434223163493979,-0.213816741978316,0.152900025529908,4.05735891294363,368.748955671644,624.586777027166,10.6637053547361,-23.797112536,1.3,3.53805656437935,0,4.50865928560725,,,,,,,,2,,,,
E-0014143,NC(=O)Cc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,274.88,93.79,5,2,5,0.0588235294117647,0.341203434225844,-0.212959730686271,0.155209886333152,3.01955566208016,315.163977561932,433.758690163202,6.98080394085823,-15.5620368880818,1.4,5.58724865840025,4.23988686751276,6.08586522252947,2.05923883436232,5,,,,2,4,4,,,,1.79175946922805
E-0014144,NC(=O)Cc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,284.352,80.9,4,2,5,0.0555555555555556,0.284506527121314,-0.212891468829398,0.156422299814803,1.31403292562017,331.095244853093,305.441800092961,6.20281521684438,-13.9258057860147,3.1,1.63119940421561,4.28220629939167,7.0475172213573,,,,,,,,1,,,,
E-0014145,Cc1cc(C#N)cc(-c2cccc(OCCN3CCCCC3)c2)c1,317.968,36.26,3,0,5,0.380952380952381,0.114036632617119,-0.216984242110638,0.157620701051196,2.79792186886105,341.75059182838,182.02816707503,4.2834270833916,-9.62709659470735,3.2,5.4510384535657,4.09100566095659,7.03948504966003,,,,,,,,3,,,,
E-0014146,c1cc2ccc(-c3ccc(OC4CNC4)cc3)cc2cn1,258.016,34.15,3,1,3,0.166666666666667,0.132356132952995,-0.215153543080219,0.152620135040873,1.61700930170464,314.957364227455,199.423815832345,4.43669075481135,-10.0181989657683,1.4,5.30826769740121,2.55722731136763,5.27556037942542,,,,,,,,3,,,,
E-0014147,O=C(c1n[nH]cc1-c1ccc2ncoc2c1)N1CCN(Cc2cncc(Cl)c2)CC1,358.768,91.15,6,1,4,0.238095238095238,0.25406390759488,-0.22655283817316,0.181557464282784,1.8382193655639,376.67562295003,542.734949842028,9.26876851716902,-20.4168244407663,1.5,5.59471137960184,5.86561783724201,7.40980248493655,,,,,,,,4,,,,
E-0014148,CNC(=O)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,413.832,103.45,6,2,4,0.478260869565217,0.249980668483829,-0.226443603012013,0.175673284612512,3.67308969858781,424.190442950561,837.055941466842,11.5769146477135,-25.0110743636569,,,2.29253475714054,4.85903690994514,0.307484699747961,21.47,44.3,38,,1,4,,0.228995469882148,0.489548225318706,,3.11
E-0014149,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,409.216,74.35,6,1,5,0.541666666666667,0.181688888020019,-0.218743161008742,0.168082070272787,3.34880866420189,428.852678643879,546.351354893482,8.39973397756903,-18.2815447718876,1.4,5.75890177387728,3.02529107579554,5.89687910461811,1.26976054486394,10.69,37.5,20.73,,1,4,4,0.510825623765991,1.34127782040138,,2.46
E-0014150,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(Cc2cncc(Cl)c2)CC1,346.704,78.01,6,1,3,0.263157894736842,0.225004614887627,-0.223481651820224,0.15939276541512,2.42174096406752,387.219723129225,508.051385491939,8.8486089415276,-19.4040662195311,1.9,5.08759633523238,5.08574276658306,7.75593846164161,2.02814824729229,4.71,11,16.83,,2,4,3,2.09074109693377,1.59772369767788,,1.74
E-0014151,COc1ccc(-c2ncc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]2)c(OC)c1,382.616,89.57,6,1,6,0.318181818181818,0.234098939929329,-0.206099155766747,0.164475375824171,1.91521355612394,412.830162547417,464.623685716582,7.56364615337885,-16.9231522607763,3.5,2.33988087773774,2.52572864430826,5.01063529409626,2.29656702066848,1.38,1.1,0.85,,2,2,1,4.49879905882434,4.75915278446358,,0.87
E-0014152,COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)cc1OC,381.184,72.5,6,1,7,0.363636363636364,0.190196860308932,-0.204794181470298,0.165099447699077,2.28622358263365,395.748720550832,386.549139669504,7.5559353376833,-16.9351827004789,3.3,5.14166355650266,5.05688254526158,6.79043463640559,,,,,,,,3,,,,
E-0014153,Clc1cncc(OC2CCN(Cc3n[nH]cc3-c3ccccc3)CC2)c1,330.208,54.04,4,1,5,0.3,0.163654423878283,-0.220317934515552,0.179686370290502,2.02561313631429,344.5076577683,231.390343093259,5.77452065449268,-13.0142660086832,3.6,4.92725368515721,5.93330563293445,7.70255611326858,,,,,,,,3,,,,
E-0014154,COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,380.632,72.5,6,1,7,0.363636363636364,0.190472687530213,-0.203961071809079,0.163469107675744,2.41490409276806,395.843101275519,443.322946565434,6.74677141751655,-15.1411632938694,3.5,4.07243972683405,4.47733681447821,6.28189284522779,,,,,,,,2,,,,
E-0014155,Clc1ccc(CN2CC3CCC(C2)N3Cc2n[nH]c3cccnc23)cc1,329.448,48.05,4,1,4,0.4,0.1458500279255,-0.203117538161179,0.149546240656038,2.84864082595919,342.566569650811,233.991086603016,5.78893440932809,-12.780963887914,2.9,2.37490575457367,3.18221184049661,5.28269598564508,,,,,,,,1,,,,
E-0014156,Clc1ccc(CN2CC3CC(C2)N3Cc2n[nH]c3cccnc23)cc1,314.76,48.05,4,1,4,0.368421052631579,0.152655991866819,-0.210925391496453,0.156887934367079,2.80166240304548,328.103795010419,246.645652081749,6.0042620522251,-13.2496395614309,2.2,5.64544689764324,2.9704144655697,4.9351930989294,,,,,,,,4,,,,
E-0014157,Clc1cncc(CN2C3CCC2CN(Cc2n[nH]c4cccnc24)C3)c1,325.232,60.94,5,1,4,0.421052631578947,0.187373936144045,-0.203449499021253,0.149463524303835,2.49383271638857,334.910825083973,314.172434217266,6.37583516158121,-14.0514007971628,1.9,3.38099467434464,5.51221833649531,7.75443866490428,,,,,,,,2,,,,
E-0014158,COc1ccc2c3cc(=O)n(CCCN4CCCCC4)nc3n(C)c2c1,335.624,52.29,6,0,5,0.5,0.155799346888184,-0.203679208727661,0.129679339303729,3.27520567038201,378.626505672677,334.864511549652,5.2964022669824,-11.8650546609822,1.3,4.35670882668959,2.63188884013665,5.04277974742282,,,,,,,,2,,,,
E-0014159,CC(C)NCCn1ccc2c3ccc(F)cc3n(C)c2c1=O,279.128,38.96,4,1,4,0.352941176470588,0.139577541486343,-0.199133862849427,0.151834865027059,0.994520043290791,302.432037537701,169.892046003277,4.19576245361189,-9.52379809365022,1.9,4.29864502573483,3.07731226054641,6.33859407820318,,,,,,,,2,,,,
E-0014160,O=c1c2[nH]c3cc(F)ccc3c2ccn1CC[C@H]1CCCN1,268.288,49.82,3,2,3,0.352941176470588,0.18569596851145,-0.202916480679777,0.155543687872467,1.37108111891758,293.570392183435,275.541130436943,5.07339980765001,-11.4148715508342,0.5,,2.04122032885964,4.27666611901606,,,,,,,,,,,,
E-0014161,O=c1c2[nH]c3cc(F)ccc3c2ccn1C[C@@H]1CCCN1,251.84,49.82,3,2,2,0.3125,0.197824015247776,-0.198868354365714,0.153084722045453,1.55107654193657,280.178576152705,174.748564044943,4.79824900778799,-10.931832686155,1,4.51415078760092,1.56861591791385,3.9982007016692,,,,,,,,2,,,,
E-0014162,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCC1CNC1,253.192,49.82,3,2,3,0.3125,0.19676767038453,-0.202854166829127,0.156130437757043,1.16848888871351,277.480943217312,276.172661791612,5.4553097685755,-12.3106102310228,-0.2,4.42604352009066,2.31253542384721,2.10413415427021,1.20896034583698,5.68,15.6,1.55,,1,4,2,1.68829648734642,4.15129387415398,,1.90
E-0014163,O=c1c2[nH]c3cc(OC(F)F)ccc3c2ccn1CCCN1CCCCC1,331.52,50.26,4,1,6,0.45,0.15160472972973,-0.202708235466137,0.153895974187676,1.87335792386178,349.475628521752,309.767157590301,5.68625107380291,-12.8249745022203,2.2,4.33598269617248,2.41591377830105,3.90197266957465,,,,,,,,2,,,,
E-0014164,COc1ccc2c(c1)[nH]c1c(C(N)=O)ncnc12,204.288,93.89,4,2,2,0.0833333333333333,0.459596256265664,-0.223162910533918,0.147030933618794,0.714810151712068,246.884752848986,274.152820638003,5.10008364690683,-11.6337664071046,2.3,4.47619980469113,4.39814601655377,7.30256380690177,,,,,,,,2,,,,
E-0014166,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCN1CCCCC1,307.392,53.92,4,1,4,0.444444444444444,0.175411201332501,-0.20849941982823,0.150804529691177,2.56478770300256,335.753295815794,328.877091940688,5.24179371740294,-11.7066211978735,1.4,4.41158543691543,0,2.91235066461494,3.54240755021368,1.23,43.8,9.29,,4,2,2,0.249282939517245,2.27872905180111,,0.80
E-0014167,O=c1c2[nH]c3cc(F)ncc3c2ccn1CCCN1CCCCC1,297.168,53.92,4,1,4,0.444444444444444,0.18144618532278,-0.208275914514957,0.152776297630609,2.38698637158614,316.371877845275,347.926890542877,5.59845241997709,-12.5156570739671,1.1,4.39197696552705,0.262364264467491,2.70805020110221,3.50315210418515,1.02,63.2,18.2,,4,2,2,-0.540806455977927,1.50285564952595,,0.70
E-0014168,O=C1CCc2ccc(-c3nc(OCCN4CCCCC4)ccc3F)cc2N1,337.192,54.46,4,1,5,0.428571428571429,0.161510356117583,-0.214575170120676,0.156621235919155,1.49375214716264,361.192655041372,196.109547776955,5.09951357957651,-11.5581424381412,2.4,5.51745289646471,2.89037175789616,6.18517928773138,,,,,,,,3,,,,
E-0014169,O=C1CCc2ccc(-c3nc(Cl)ccc3OCCN3CCCCC3)cc2N1,347.928,54.46,4,1,5,0.428571428571429,0.156526637695155,-0.218107662518472,0.160902007091532,3.89857323139392,376.785920842378,369.075564504558,6.06074133072727,-13.5473096098238,1.8,5.5683445037611,3.78418963391826,5.28624478531377,,,,,,,,3,,,,
E-0014170,c1ccc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)nc1,344.672,55.21,6,1,8,0.333333333333333,0.160181273790734,-0.188690371663521,0.145522156165491,0.326639806644656,387.067402806609,186.738518110011,4.68600542202398,-10.6299949895624,1.8,5.4971682252932,1.58923520511658,4.59612944133594,2.14006616349627,1.76,18.1,2.1,,2,3,3,1.50958705258724,3.84200920480709,,1.02
E-0014171,CNC1(CCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,291.2,51.97,5,1,6,0.333333333333333,0.178468406593407,-0.214247294584066,0.148894269375604,2.4743624913144,323.423487860382,264.449801705789,5.13776334681656,-11.5502045999897,0,5.65948221575962,1.94591014905531,1.70474809223843,,,,,,,,4,,,,
E-0014172,c1ccc(-n2cc(Nc3ccc(OCCCN4CCCC4)cn3)cn2)nc1,339.768,68.1,7,1,8,0.35,0.200430882249064,-0.192404884784827,0.145740993788716,0.587576383017503,375.913700190959,196.633825825932,5.0092299238261,-11.4052334022165,1.4,5.52942908751142,3.20680324363393,4.06902675423781,,,,,,,,3,,,,
E-0014173,FC1(F)CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,332.944,25.36,3,0,5,0.318181818181818,0.0761689653515306,-0.214734848303821,0.152440234234419,1.28288277811319,373.074755187224,291.632166866496,5.10972174465937,-11.5064136246305,4.3,0.232697764119021,3.90197266957465,5.75130199062418,,,0.5,0.1,,,,1,5.29330482472449,6.90675477864855,,
E-0014174,NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)n1,270.016,106.68,6,2,5,0.0625,0.395087698506755,-0.223845882518417,0.152111374165501,3.75875300299258,308.018204295781,366.612201460005,6.8413298415557,-15.3286878158501,1.2,3.80888224650863,3.15700042115011,4.93878119032827,,,,,,,,2,,,,
E-0014175,O=C1CCc2ccc(-c3cccc(OC4CNC4)n3)cc2N1,267.84,63.25,4,2,3,0.294117647058824,0.236148446833931,-0.218887128966726,0.163235956637515,2.27422007733993,299.123231420065,262.905638834019,5.72266203253721,-12.9473369450563,0.4,5.49306144334055,0,4.7202829930886,,,,,,,,3,,,,
E-0014176,c1cncc(-c2cccc(Nc3cccc(OC4CNC4)n3)n2)c1,289.32,71.96,6,2,5,0.166666666666667,0.248721139223006,-0.208369507537039,0.150761742150859,2.03979106346888,334.851065761877,313.289033674683,5.42509598904584,-12.1252217913453,1.1,5.65248918026865,2.70805020110221,6.07764224334903,,,,,,,,4,,,,
E-0014177,O=C(c1n[nH]cc1-c1ccc2ncoc2c1)N1CCN(Cc2ccc(Cl)cc2)CC1,363.24,78.26,5,1,4,0.227272727272727,0.215449840325955,-0.223780722379765,0.178721163144645,1.94771737233198,385.235163908066,427.468386800946,8.65216433759597,-19.0570605946758,2.8,3.2846635654062,5.74139933822751,7.59864992448879,,,,,,,,2,,,,
E-0014178,Cc1cn2nc(-c3c[nH]nc3C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)ccc2n1,370.176,101.3,7,1,4,0.285714285714286,0.273653613416321,-0.228545755071658,0.164658960494051,3.33470905866951,398.603986951624,574.678831626172,9.81349756956092,-21.6743424367463,2.3,4.09600984154116,4.77322377098434,7.17042718842975,,,,,,,,2,,,,
E-0014179,O=C(c1n[nH]cc1-c1ccc2nccn2n1)N1CCC(Oc2cncc(Cl)c2)CC1,354.296,101.3,7,1,4,0.25,0.285919118477205,-0.233417256139073,0.167879900040004,3.19528690421697,376.927438226514,592.081487803129,9.82645132510377,-21.6524663536951,2,5.59842195899838,4.18052225846315,6.73696695800186,,,,,,,,4,,,,
E-0014180,O=C1CN(Cc2ccc(Cl)cc2)CCN1Cc1n[nH]c2cccnc12,309.472,65.12,4,1,4,0.277777777777778,0.210422913866198,-0.22514064736236,0.169032771826872,2.79368220302564,315.681684355449,318.049808474234,7.46750537352577,-16.4463236108353,2.4,5.66296048013595,2.77258872223978,5.54047892369801,,,,,,,,4,,,,
E-0014181,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(Oc2cncc(Cl)c2)CC1,342.176,84,6,1,3,0.263157894736842,0.245487702235107,-0.224041700397204,0.159897119754648,3.97130466884959,380.735410710847,563.34727554664,9.31366086387481,-20.3302502546003,2.8,3.62700405039585,3.67122451887522,4.86445278391817,1.93296963777958,4.03,2.2,2.84,,2,4,2,3.7944672166765,3.53255505196086,,1.62
E-0014182,COc1ccc(-c2c[nH]c(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n2)c(OC)c1,382.992,89.57,6,1,6,0.318181818181818,0.233869114759577,-0.201939879440078,0.160864449351785,1.67809578048178,405.738127079488,387.16233485956,7.14356018667852,-16.0355405221855,4.1,1.5830939370945,3.26956893918372,5.53615246660524,,,,,,,,1,,,,
E-0014183,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccn3ccnc3c2)CC1,315.024,88.41,6,1,3,0.263157894736842,0.280645284168825,-0.206400718516049,0.144389736744244,2.36909672017623,337.556852204611,541.032961301028,10.4791721808843,-22.6379957268153,1,5.62762111369064,0.0953101798043249,2.63188884013665,,,,,,,,4,,,,
E-0014184,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccn3cnnc3c2)CC1,311.216,101.3,7,1,3,0.277777777777778,0.325497403732456,-0.221681707631996,0.159625829289363,5.25753550373749,327.076406694982,695.98413473646,12.7335133618046,-27.2353748819969,0.2,5.70711026474888,0,3.24259235148552,,,,,,,,4,,,,
E-0014185,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccn3cnnc3c2)CC1,315.04,88.41,6,1,3,0.263157894736842,0.280631030980193,-0.221606420213304,0.170575676416955,2.12486091275834,337.666795563773,538.795757975822,10.303626504432,-22.3384170898447,1.6,5.61677109766657,0.641853886172395,3.83945231259331,,,,,,,,4,,,,
E-0014186,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccn3ccnc3c2)CC1,319.424,75.52,5,1,3,0.25,0.236425566018834,-0.206372550166285,0.155860722896132,1.60752351957905,348.614473432206,428.258328785532,8.16869338662776,-17.953449066912,2.3,5.605802066296,2.67414864942653,4.84418708645859,,,,,,,,4,,,,
E-0014187,Clc1cncc(OC2CCN(Cc3n[nH]cc3C3CC3)CC2)c1,301.488,54.04,4,1,5,0.529411764705882,0.179244281696121,-0.219928503563685,0.179310748722824,2.22954614538021,291.601422611601,216.318241443786,5.26188115062651,-11.8996002947705,2.7,5.70044357339069,4.11087386417331,7.37600737518907,,,,,,,,4,,,,
E-0014188,Clc1cncc(OC2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,361.36,66.93,6,1,5,0.285714285714286,0.18521695815807,-0.219852376103377,0.171880125759518,2.25825669337769,398.480987601156,345.994993513969,6.93951713894978,-15.5146874841109,3.7,4.69134788222914,4.90007610352919,6.73447274683885,,,,,,,,2,,,,
E-0014189,Clc1cccc(OC2CCN(Cc3n[nH]c4cccnc34)CC2)c1,302.232,54.04,4,1,4,0.333333333333333,0.178803038725218,-0.215918439133404,0.161545109237696,3.54065628783748,311.787471972562,285.526564643262,5.57461410722616,-12.4249253455732,3.2,3.89589362349826,3.6609942506244,7.06817200038804,,,,,,,,2,,,,
E-0014190,Clc1cncc(CN2CCN(Cc3n[nH]c4cccnc34)CC2)c1,302.248,60.94,5,1,4,0.352941176470588,0.201622508668378,-0.215966826478245,0.161630490142909,2.32112147132927,309.954815183559,271.442754683034,5.80525706107107,-12.9915920172949,1.6,5.66642668811243,3.37073817417745,7.46376457132345,,,,,,,,4,,,,
E-0014191,Clc1cncc(OC2CC3CCC(C2)N3Cc2n[nH]c3cccnc23)c1,321.112,66.93,5,1,4,0.421052631578947,0.208431948977304,-0.221085810877108,0.167093589988443,2.49909313992273,328.999517281404,327.421366694707,6.69107949450842,-14.8258081211336,2.1,5.65948221575962,3.11351530921037,6.89182912843188,,,,,,,,4,,,,
E-0014192,Clc1cncc(NC2CN(Cc3n[nH]c4cccnc34)C2)c1,270.544,69.73,5,2,4,0.266666666666667,0.257739960967532,-0.21053540682484,0.156180237340504,3.83286174064046,283.89736204288,366.773054212387,7.23164459922981,-15.9811824009517,1.9,5.69035945432406,2.82731362192903,5.24491658982092,,,,,,,,4,,,,
E-0014193,Clc1cncc(CN2CC3CCC(C2)N3Cc2n[nH]c3cccnc23)c1,325.224,60.94,5,1,4,0.421052631578947,0.187378545248813,-0.204376326496926,0.149396669188696,3.20188993201342,334.93593585552,285.59033487994,5.96506189539937,-13.2908144165538,2,5.54126354515843,4.23988686751276,8.14780925787902,,,,,,,,3,,,,
E-0014194,Clc1ccnc(OC2CCN(Cc3n[nH]c4cccnc34)CC2)c1,297.832,66.93,5,1,4,0.352941176470588,0.224724005479599,-0.215458123017887,0.160894867751182,2.53282924321596,304.766194008671,268.944225811908,5.3632377504248,-12.0401357923282,2.7,5.63835466933375,2.7408400239252,5.4971682252932,,,,,,,,4,,,,
E-0014195,Clc1cc(OC2CCN(Cc3n[nH]c4cccnc34)CC2)ccn1,298.176,66.93,5,1,4,0.352941176470588,0.224464745653574,-0.216681045892815,0.162141977027639,2.87815890328615,302.644702516804,356.000708316295,6.33230259654457,-14.11446206931,2.1,5.61312810638807,2.60268968544438,4.25134831103177,,,,,,,,4,,,,
E-0014196,Clc1cccc(OC2CCN(Cc3n[nH]c4cccnc34)CC2)n1,297.952,66.93,5,1,4,0.352941176470588,0.224633498013103,-0.219618222496787,0.165900639874684,1.73514895906492,304.375369491745,335.167689815063,6.1713562211662,-13.6263066931568,2.7,5.71042701737487,3.3322045101752,7.13089883029635,,,,,,,,4,,,,
E-0014197,CC1(O)CN(CCCn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1,296.144,61.26,4,2,4,0.388888888888889,0.206858825436274,-0.202908389098959,0.155611291634731,1.31033273226017,313.319548307355,288.524232109827,6.0398923334252,-13.7198318039967,1.6,4.4818719696436,0,3.24649099190117,3.31962572796834,0.76,,,,4,1,2,,,,0.57
E-0014198,COc1ccnc2c(C(=O)N3CCN(c4ccc(N5CC(OC)C5)cc4)CC3)cn(C)c12,403.016,63.07,7,0,5,0.416666666666667,0.156495027492705,-0.178518584020738,0.146728943136367,2.83115857319646,431.887651926706,621.75902155272,8.0920111948787,-17.8497935999796,2,3.32503602069659,2.33214389523559,6.15209419303295,,,,,,,,2,,,,
E-0014199,O=c1c2[nH]c3cc(F)ccc3c2ccn1C[C@H]1CCCN1,251.568,49.82,3,2,2,0.3125,0.198037906251987,-0.199030565978852,0.153205618499149,1.53779882969139,280.176172044323,168.996975515849,4.74948555544876,-10.8284523720997,1,4.07414185490458,2.33214389523559,5.55179611765832,,,,,,,,2,,,,
E-0014200,O=c1c2[nH]c3cc(F)ccc3c2ccn1CC[C@@H]1CCCN1,267.792,49.82,3,2,3,0.352941176470588,0.186039911573161,-0.202982925000362,0.155551778255379,1.35609482091852,293.538839944358,274.687190260566,5.04808954322264,-11.3630559974679,0.5,,1.7404661748405,4.03069453514565,,,,,,,,,,,,
E-0014201,O=c1c2[nH]c3cc(F)ccc3c2ccn1C[C@@H]1CC(F)(F)CN1,262.2,49.82,3,2,2,0.3125,0.190007627765065,-0.203656061529546,0.155945593133381,1.17354373614785,274.026374608047,283.337894546876,5.89892818401076,-13.4182197941682,2.8,4.30945594183905,3.49650756146648,6.06448263984455,,,,,,,,2,,,,
E-0014202,O=c1c2[nH]c3cc(F)ccc3c2ccn1C[C@H]1CC(F)(F)CN1,262.216,49.82,3,2,2,0.3125,0.189996033804192,-0.203688159068715,0.156000967658392,1.15573318735318,274.119511147334,288.424954440162,5.88352375131976,-13.3826862235354,2.8,3.25037449192757,3.70868208141012,6.77969460891462,,,,,,,,1,,,,
E-0014203,O=c1c2[nH]c3ccsc3c2ccn1CCCN1CCCCC1,286.88,41.03,4,1,4,0.470588235294118,0.143021472392638,-0.202083731060401,0.163797907823619,0.710312575032826,315.842024083542,187.716587174646,4.57378562852515,-10.3374943719512,1.4,4.45898767581001,4.8895969657192,5.93568753163898,,,,,,,,2,,,,
E-0014204,COCC1CN(c2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,401.568,53.84,6,0,5,0.44,0.134074428241294,-0.168686551702679,0.121681891075549,2.49114435623448,435.876232834652,572.11788336761,7.64823724999527,-16.6510126063605,2.7,2.58776403522771,4.48638664999812,7.92120901856892,,,,,,,,1,,,,
E-0014205,O=c1c2[nH]c3cc(C(F)(F)F)ncc3c2ccn1CCCN1CCCCC1,325.032,53.92,4,1,4,0.473684210526316,0.165891358389328,-0.210760130656752,0.14993328238151,3.05582403328472,333.255280007442,408.095191786452,5.49946890292623,-12.3028727987976,1.7,4.17745946893261,1.85629799036563,3.29953372788566,,,,,,,,2,,,,
