Molecule,SMILES,Volume,PSA_RDKit,NHA,NHD,NRB,FractionCSP3,PSA_Volume_Ratio,E_HOMO,E_LUMO_HOMO_GAP,Dipole_Moment,Polarizability,PSA_DFT,Partition_Energy_kcal_mol,Hydration_Energy_kcal_mol,LogD,KSOL,HLM CLint,MLM CLint,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,MPPB,MBPB,MGMB
E-0013626,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cccnc45)CC3)cc2)C1,411.328,53.84,6,0,6,0.44,0.130893107,-0.198094634,0.153752119,3.157417737,434.0400187,532.0870648,7.70779766,-17.0293128,0.4,75.3,,,,,38,,
E-0013627,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(C#N)cc45)CC3)cc2)C1,429.28,77.63,7,0,6,0.423076923,0.180837682,-0.199897893,0.137393192,5.015412041,459.9760131,601.9561723,9.031362297,-19.71588051,0.7,80.9,,,,,52.4,,
E-0013628,CCOc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,355.328,39.4,5,0,6,0.5,0.110883465,-0.194349289,0.151414566,1.699107541,393.555474,224.9545265,4.495368668,-10.0246755,2.6,82.6,11.7,161.8,16.92,0.7,10.3,,
E-0013629,COCC1CN(Cc2cc(F)c(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,421.304,53.84,6,0,6,0.44,0.127793707,-0.20449073,0.160401284,1.952830167,431.1107619,345.4901752,7.263820198,-16.20868088,2,73.2,,,,,23,,
E-0013630,COc1ccc2c(c1)c1c(Cl)cn(CCCN3CCCCC3)c(=O)c1n2C,354.128,39.4,5,0,5,0.476190476,0.111259206,-0.19514649,0.145049425,1.038288003,390.3053089,137.9673735,3.775028272,-8.505570947,3.2,64,,,,,2.7,,
E-0013631,Cn1c2ccccc2c2c(Cl)cn(CCCN3CCCCC3)c(=O)c21,328.336,30.17,4,0,4,0.45,0.091887579,-0.199180285,0.148441001,0.650256679,365.1647742,125.7858409,3.193794147,-7.176937794,3.2,69.9,37.5,3443.7,14.89,0.81,1.4,,
E-0013632,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(C(F)(F)F)c2)C1,443.976,53.84,6,0,6,0.461538462,0.121267816,-0.217251197,0.173234263,1.998044745,438.6138359,320.8501377,7.017460267,-15.73499709,3.1,56.2,,,,,6.6,,
E-0013633,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C)ccc45)CC3)cc2)C1,427.712,53.84,6,0,6,0.461538462,0.125879096,-0.200110539,0.160531515,2.897215574,453.2004137,429.676771,7.319004488,-16.08059325,1.2,85.4,,,,,29,,
E-0013634,c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)nc2cn1,299.904,56.07,6,0,5,0.388888889,0.186959827,-0.21490582,0.137152048,1.541126077,338.2646501,232.1695002,4.185854976,-9.393041779,2.1,94.2,,,,,31.5,,
E-0013636,NCCOc1cnn(-c2ccc3ccncc3c2)c1,231.2,65.96,5,1,4,0.142857143,0.285294118,-0.215958373,0.150748373,2.43578737,267.7849186,298.6815964,5.258006143,-11.7769015,0.5,102,,,,,48.1,,
E-0013637,Fc1cc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,402.928,49.42,5,2,5,0.346153846,0.122652186,-0.201013444,0.149178815,1.474014618,466.0792905,373.2992338,6.206685926,-13.96147034,2,44.8,2.9,48.1,0.82,2.27,0.7,,
E-0013638,CN1CCC(c2ccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,419.84,40.63,5,1,5,0.37037037,0.096774962,-0.200800754,0.148415806,1.258368459,482.1161583,181.254747,5.333616701,-12.14393597,3.5,73.4,10.3,284.3,1.55,0.71,0.5,,
E-0013639,CN1CCC(c2cccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,419.712,40.63,5,1,5,0.37037037,0.096804475,-0.203009842,0.151264283,1.32887032,478.3899662,309.1868293,5.68619317,-12.80496145,3.7,71.4,13.7,488.7,0.93,1.15,2.9,0,
E-0013640,c1cnc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cn1,317.208,76.06,7,1,5,0.263157895,0.239779577,-0.210196734,0.127722799,1.084471214,361.6473443,182.4395607,5.02094749,-11.4962407,2.3,118,,,,,9.5,,
E-0013642,c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cnccn2)c1,321.832,63.17,6,1,5,0.25,0.196282533,-0.204778453,0.133095279,0.986398032,373.6864936,170.2553945,4.838404551,-11.02104361,2.9,95,20.7,1485.8,35.49,0.93,7.6,,
E-0013643,Cn1cc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)ccc1=O,350.92,59.39,6,1,5,0.272727273,0.169240853,-0.200522328,0.150530644,2.098797382,410.3677999,282.3291974,6.525349521,-14.6719229,2.1,73.7,,,,,10.2,,
E-0013644,COCc1cccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)c1,364.592,67.45,4,1,6,0.304347826,0.185001317,-0.2248723,0.197474334,1.798434361,371.0492398,372.2979399,8.465071775,-18.67622624,3.1,45.4,,,,,1.9,,
E-0013645,Cc1[nH]nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c1-c1ccccc1,353.232,58.22,3,1,4,0.272727273,0.164820854,-0.22432795,0.198930159,2.944476125,365.2704318,430.8309085,8.026115438,-17.51778124,3.8,0.08,29.1,357.9,4.96,1.11,0.7,,
E-0013646,O=C(c1n[nH]cc1C1CCOCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,346.808,67.45,4,1,4,0.5,0.194488016,-0.224953568,0.20269356,2.742696955,335.2768261,317.2419217,6.725556994,-14.97507759,2.9,27.6,,,,,4.6,,
E-0013647,CN1CCC(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,367.28,61.46,4,1,4,0.523809524,0.167338271,-0.213299237,0.191130005,1.928432226,359.7752796,287.4190575,6.281483501,-13.95223019,1.5,76.5,,,,,13.7,,
E-0013648,O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cnccc2Cl)CC1,305.032,71.11,4,1,3,0.277777778,0.233123082,-0.223392611,0.163957799,1.322994785,321.1102212,414.0939262,6.751999906,-15.10920081,3.1,55.4,,,,,1.4,,
E-0013649,O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cncc(Cl)c2)CC1,305.192,71.11,4,1,3,0.277777778,0.233000865,-0.223229057,0.164041146,1.188874104,322.4486241,434.6310421,6.620230499,-14.81124419,3.2,10.2,18.3,298,38.23,1.14,1.3,2.3,
E-0013650,Cc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,333.84,71.11,4,1,4,0.285714286,0.213006231,-0.230726494,0.195220628,2.217724787,344.7201739,431.8799886,6.812542171,-15.18903195,3.4,56.9,,,,,1.5,,
E-0013651,O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2cncc(Cl)c2)CC1,332.32,71.11,4,1,4,0.25,0.213980501,-0.234441389,0.192993387,1.557036857,341.6387838,435.2685478,6.597916023,-14.86209083,2.9,64.1,130.8,2472.9,26.78,1.3,2.4,,
E-0013652,Cn1cnc2cc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)ccc21,335.816,76.04,5,1,3,0.285714286,0.226433523,-0.212651597,0.154171984,4.153128907,367.2069263,616.5428984,8.374749283,-18.45257061,2.6,60.3,,,,,0.6,,
E-0013653,Cn1cnc2cc(OC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)ccc21,363.272,76.04,5,1,4,0.260869565,0.209319738,-0.212642511,0.177777422,3.123500947,386.7807138,460.1162041,8.363063301,-18.70036663,2.4,63.5,,,,,2.3,,
E-0013654,O=c1c2[nH]c3ccc(O)cc3c2ncn1CCCN1CCCCC1,300.824,74.15,5,2,4,0.444444444,0.246489642,-0.205358935,0.154866994,0.866319925,329.8303554,317.2132339,6.248726858,-14.06405981,0.9,95.6,,,,,63.2,,
E-0013655,Cn1c2ccc(O)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,317.48,63.29,6,1,4,0.473684211,0.19935114,-0.202222277,0.15071846,1.018160333,348.1013466,269.2703179,5.608315619,-12.69600125,1.4,56.6,,,,,49.5,,
E-0013656,COCC1CN(Cc2ccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,434.2,53.84,6,0,6,0.481481481,0.123998158,-0.196191209,0.151554901,2.655620122,460.4097993,469.6213062,7.326085835,-16.12354583,1.4,72.4,,,,,25.6,,
E-0013657,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,443.472,53.84,6,0,6,0.461538462,0.121405636,-0.205660411,0.161724043,3.770768678,447.5889812,565.3526445,7.678226112,-16.8409972,2.8,50.4,65.3,187.6,27.02,0.91,5.8,,
E-0013658,COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(C(F)(F)F)c2)C1,445.016,53.84,6,0,5,0.461538462,0.120984414,-0.218345071,0.174429798,2.750155136,438.8308103,293.2858819,6.868277688,-15.39820623,3.5,51.8,,,,,3.5,,
E-0013659,COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,416.792,53.84,6,0,5,0.44,0.129177144,-0.205102637,0.160377968,1.15528335,431.8292456,363.9424813,7.165341279,-16.07169654,2,29.8,,,,,19.5,,
E-0013660,COc1cccc2c1c1ccn(CCCN3CCCCC3)c(=O)c1n2C,338.72,39.4,5,0,5,0.476190476,0.116320265,-0.192428141,0.152359819,1.604311753,372.7093133,207.5776323,4.082298604,-9.13019664,2.5,67.3,131,4580.4,28.98,0.63,15.7,,
E-0013661,COc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,338.656,39.4,5,0,5,0.476190476,0.116342247,-0.196463202,0.155076097,0.167583637,374.8732292,253.7173683,4.736152999,-10.5349356,2.1,53.8,7.9,664.5,27.06,0.74,16.6,,
E-0013662,COC1(C)CN(Cc2cc(F)c(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,420.8,53.84,6,0,5,0.44,0.127946768,-0.211536758,0.167264334,0.74580867,428.3893617,261.4791208,6.828712787,-15.42430578,2.5,50,,,,,10.5,,
E-0013663,c1cc(OCCN2CCCCC2)cc(-c2ccc3ccncc3n2)c1,318.432,38.25,4,0,5,0.333333333,0.120119837,-0.216678079,0.138271151,2.468814859,368.1727759,250.8955868,4.289111488,-9.506478869,2.5,68,64.5,1777.8,27.54,0.7,9.2,,
E-0013664,c1cc2ccc(-n3cc(OCCNC4CCOCC4)cn3)cc2cn1,313.36,61.2,6,1,6,0.368421053,0.195302527,-0.214054012,0.14871693,1.837578421,343.5205625,415.2752685,6.551062786,-14.62872858,1.5,86.6,7.6,533.6,26,0.75,31.2,7.3,
E-0013665,FC1(F)CCC(NCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,330.912,51.97,5,1,6,0.4,0.157050817,-0.215846068,0.150629559,2.444355799,351.396368,413.3185906,6.062798312,-13.53572045,2.8,65,32.8,463,24.36,0.59,3.8,2.4,
E-0013666,C[C@@H](COc1cnn(-c2ccc3ccncc3c2)c1)NC1CCC(F)(F)CC1,347.928,51.97,5,1,6,0.428571429,0.149369985,-0.217273403,0.152542013,0.817483046,366.1615693,381.9336622,6.154323132,-13.76064965,3,67.8,55,572.7,17.97,0.56,2.5,,
E-0013667,c1cc2ccc(-n3cc(OCC4CCN4)cn3)cc2cn1,255.624,51.97,5,1,4,0.25,0.203306419,-0.215608146,0.1504271,2.616042376,293.7435027,266.9949639,5.015361531,-11.23711044,0.4,78.2,6.3,854,41.28,0.89,34.2,7.3,
E-0013669,CC1(COc2cnn(-c3ccc4ccncc4c3)c2)CNC1,272.624,51.97,5,1,4,0.294117647,0.190628851,-0.215720384,0.150475109,2.663833447,309.2462566,292.3816512,5.150481493,-11.48970527,0.1,85.7,,,,,31.8,,
E-0013670,CN1C(=O)CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc21,349.296,45.67,4,0,5,0.454545455,0.130748706,-0.216960523,0.162186136,1.327242354,379.348877,194.0452417,4.712901552,-10.5443701,2.6,81.3,30.7,2193.9,41.91,0.66,5.3,5.3,
E-0013671,Fc1ccc(N2CCOCC2)cc1-c1ccnc(Nc2cccc(CN3CCOCC3)c2)n1,407.992,62.75,7,1,6,0.36,0.153802035,-0.204500618,0.144479438,1.820291171,455.4106574,418.8407049,6.534749061,-14.65564515,3.7,1.31,,,,,1.8,,
E-0013672,Fc1cccc(-c2ccc(F)c(Nc3ccc(CN4CCOCC4)cc3)n2)c1,339.992,37.39,4,1,5,0.227272727,0.109973176,-0.205925555,0.148796932,0.570250555,385.2739077,164.2418761,4.623797376,-10.51986786,4.6,0.87,,,,,0.3,,
E-0013673,O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cccnc2C(F)(F)F)CC1,323.064,71.11,4,1,3,0.315789474,0.220111185,-0.223154927,0.164146062,2.804022783,319.9157576,575.8296556,7.740354823,-17.02973811,3.5,7.73,111.1,1355.6,45.24,1.06,2.2,,
E-0013674,O=C(c1[nH]ncc1C1CC1)N1CCC(Oc2ccc(Cl)cc2)CC1,307.712,58.22,3,1,4,0.444444444,0.189202891,-0.224913484,0.198710143,1.298099968,299.2086571,403.2836909,6.231855519,-13.91096036,3.5,18.6,0.9,289,40.94,0.96,1.3,0.5,
E-0013675,O=C(c1n[nH]cc1C1CCNCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,350.576,70.25,4,2,4,0.5,0.20038451,-0.217651703,0.195452996,2.917782876,342.7794345,392.5645447,7.233127398,-15.93240516,-0.1,66.8,,,,,15.3,,
E-0013676,CCc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,322.976,71.11,4,1,4,0.35,0.220171158,-0.22311982,0.164017236,1.504567183,341.0499441,459.3372403,6.827084866,-15.08940476,3.4,60.4,96.7,1111.4,39.93,0.81,3.2,,
E-0013677,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccnc2C(F)(F)F)CC1,350.016,71.11,4,1,4,0.285714286,0.203162141,-0.231239841,0.183105351,2.866583247,339.2367741,616.9415767,9.143362721,-19.75632152,3.1,55.8,44.1,1848.6,30.44,1.54,4.9,,
E-0013678,CCc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,350.584,71.11,4,1,5,0.318181818,0.202832987,-0.229748488,0.196481458,2.129361591,362.2238726,453.9970254,7.339434502,-16.23189141,3,64.6,265.6,6684.2,29.65,1.44,4.1,,
E-0013679,Cn1cnc2ccc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)cc21,335.632,76.04,5,1,3,0.285714286,0.226557658,-0.212062546,0.153325941,2.196119809,368.3253442,567.7167015,8.414097979,-18.66191338,2.8,72.5,18.7,436.9,32.47,1.29,2.6,8.3,
E-0013680,Cn1cnc2ccc(OC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)cc21,363.664,76.04,5,1,4,0.260869565,0.209094109,-0.211300832,0.177604626,2.107267074,388.3385282,580.6101953,8.959367916,-19.88103275,2.4,70.8,,,,,4.6,,
E-0013681,O=c1c2c(ncn1CCCN1CCCCC1)c1cc(O)ccc1n2CC1COC1,368.488,72.52,7,1,6,0.545454545,0.196804238,-0.202245031,0.150629476,1.808034405,391.3742736,295.7668751,6.433793571,-14.64683995,0.8,94.5,,,,,54.7,,
E-0013682,O=c1c2[nH]c3ccc(OCC4COC4)cc3c2ncn1CCCN1CCCCC1,367.864,72.38,6,1,7,0.545454545,0.196757497,-0.206994804,0.156611499,1.366271346,390.6073737,327.8436646,6.706357231,-15.02272888,1.3,78.6,,,,,50.7,,
E-0013683,O=c1c2c(ncn1CCCN1CCCCC1)c1cc(OCC3COC3)ccc1n2CC1COC1,435.256,70.75,8,0,9,0.615384615,0.162548018,-0.201943104,0.149802645,1.597885845,450.8462123,328.8448332,7.023044135,-15.82141455,1.1,89,,,,,41.7,,
E-0013684,CC(C)COc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2C,384.96,52.29,6,0,7,0.565217391,0.135832294,-0.199643915,0.148014986,0.602647038,412.9706279,321.3991879,5.085639796,-11.32626579,3.6,72.6,,,,,1.4,,
E-0013685,Cn1c2ccc(OCC(F)F)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,361.624,52.29,6,0,7,0.523809524,0.144597704,-0.20347629,0.149385606,1.463484295,378.7777902,377.6405682,5.709383509,-12.78156418,2.2,84.3,,,,,9.1,,
E-0013686,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C6CC6)ccc45)CC3)cc2)C1,453.504,53.84,6,0,7,0.5,0.118720011,-0.198670486,0.155657681,1.294850827,483.8199799,272.8832799,6.876088529,-15.37219713,2.3,62.2,41.8,216.4,27.94,0.84,4.5,,
E-0013687,CCOC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,428.176,53.84,6,0,6,0.461538462,0.125742685,-0.200786794,0.156644464,1.54327078,448.49407,334.7129374,7.012620363,-15.71664625,1.9,63.6,,,,,18.2,,
E-0013688,Cn1c2ccc(OCC3COC3)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,384.808,61.52,7,0,7,0.565217391,0.159871936,-0.200894156,0.148270625,0.80962689,410.6480419,367.1674706,5.845015692,-13.07061112,1.6,66,,,,,30.6,,
E-0013689,COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(F)c2)C1,415.832,53.84,6,0,5,0.44,0.129475365,-0.201215841,0.157194805,1.739460364,431.1082103,244.4821795,6.652914873,-14.93876334,2.2,51.2,,,,,16.7,,
E-0013690,COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,443.832,53.84,6,0,5,0.461538462,0.121307161,-0.205938678,0.161580203,2.016654769,445.3514604,409.1415426,7.070934104,-15.87008071,3.4,44.2,1103.9,3582.8,33.56,0.86,3.2,,
E-0013691,COc1ccc2c3ncn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,334.48,52.29,6,0,5,0.5,0.156332217,-0.205611856,0.160023423,0.823415166,366.5861819,308.5775661,4.725562876,-10.56370022,1.8,59.8,,,,,22.1,,
E-0013692,COc1ccc2c(c1)[nH]c1c(=O)n(C[C@@H]3CCCN(C)C3)cnc12,300.96,63.15,5,1,3,0.444444444,0.209828549,-0.206403424,0.158528874,0.648306814,334.0964103,242.4723653,5.574238739,-12.65885532,1.4,67.8,,,,,37.1,,
E-0013693,CN1CCC(Nc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,349.664,53.08,5,2,5,0.272727273,0.151802874,-0.181106522,0.113531298,1.161068726,417.0537165,235.1026796,5.025731725,-11.33334891,2.6,71.1,,,,,5.7,,
E-0013694,O=C1CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc2N1,332.68,54.46,4,1,5,0.428571429,0.163700854,-0.218516436,0.166696239,2.153195807,362.2592144,289.2132403,6.020852054,-13.4423673,2,88.3,3.2,230.9,41.33,0.86,27.4,16.1,
E-0013695,CN1C(=O)CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc21,349.392,45.67,4,0,5,0.454545455,0.130712781,-0.218159554,0.167475503,1.508994671,375.6252416,277.0436159,5.416041245,-12.01776133,2.2,85,6.9,391.2,43.8,0.76,17.6,16.1,
E-0013696,Fc1c(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cccc1N1CCOCC1,407.424,62.75,7,1,6,0.36,0.154016455,-0.206295093,0.141864222,1.780840628,458.8621074,275.3040272,5.62776273,-12.74791969,3.6,2.65,,,,,3.4,,
E-0013697,Fc1cccc(-c2cccc(Oc3ccc(CN4CCOCC4)cc3)n2)c1,332.208,34.59,4,0,5,0.227272727,0.104121514,-0.221221855,0.15979068,1.760865503,360.3742748,233.9236213,4.664688588,-10.41327931,4.5,7.7,,,,,0.8,,
E-0013698,Clc1cccc2cnc(Nc3ccc(CN4CCOCC4)cc3)nc12,312.808,50.28,5,1,4,0.263157895,0.160737577,-0.209244564,0.135789014,1.841484863,371.5583401,301.662295,4.740054524,-10.58847072,3.8,1.98,,,,,1.4,,
E-0013699,CC(C)Oc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2cccc(F)c2)n1,389.256,59.51,6,1,7,0.333333333,0.152881394,-0.208061969,0.139409976,1.389343866,428.3497319,164.0340974,4.751548595,-10.83284445,5.1,2.62,,,,,1.4,,
E-0013700,COc1ccc(-c2cccc(F)c2)nc1Nc1ccc(CN2CCOCC2)cc1,360.448,46.62,5,1,6,0.260869565,0.129339045,-0.194094992,0.146993158,2.749854039,417.5451969,391.7329078,5.18416585,-11.55316703,4.7,2.21,,,,,0.2,,
E-0013701,Fc1cccc(-c2csc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,325.656,37.39,5,1,5,0.25,0.114814405,-0.199810616,0.153102396,2.189537802,373.1908151,285.9083435,5.268028704,-11.71036782,4.4,0.38,,,,,0.5,,
E-0013702,c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cncnc2)c1,321.6,63.17,6,1,5,0.25,0.196424129,-0.205575883,0.141202378,1.571406675,368.3301851,273.6696142,5.420080522,-12.36260415,2.5,77,75,2735.1,51.41,0.88,9.4,11.4,
E-0013704,O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,350.088,67.45,4,1,4,0.3,0.192665844,-0.224664405,0.168309595,2.512970769,343.3603951,298.5135465,6.287257233,-13.92439917,,,,,,,0,,
E-0013705,O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Nc2ccc(Cl)cc2)CC1,353.256,70.25,4,2,4,0.3,0.19886428,-0.198512202,0.142345958,2.517194757,353.6137305,429.1502136,7.172870881,-15.83078366,,,,,,,0,,
E-0013706,O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Nc2ccc(Cl)cc2F)CC1,358.704,70.25,4,2,4,0.3,0.195843927,-0.202471423,0.147360591,2.417427985,352.894646,349.1210188,6.547568508,-14.51818769,,,,,,,2.9,,
E-0013707,Cn1cnc2ccc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cc21,378.552,76.04,5,1,4,0.260869565,0.200870686,-0.219672778,0.185857677,1.293584912,401.0702352,558.5846705,9.850689446,-21.6506352,3.1,48,1322.4,10353,6.23,8.56,1.6,1,
E-0013708,Cn1cnc2cc(-c3cn[nH]c3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)ccc21,378.04,76.04,5,1,4,0.260869565,0.201142736,-0.22091139,0.186922536,3.826023102,402.1973906,590.2701108,8.738371102,-19.37382021,3,43.4,,,,,1.7,,
E-0013709,Cn1cnc2c(NC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)cccc21,366.872,78.84,5,2,4,0.260869565,0.214897839,-0.190710392,0.156537365,2.732082355,397.8135828,467.285841,8.169026006,-18.34853524,2.5,49.6,,,,,1.4,,
E-0013710,Cn1ncc2cc(-c3cn[nH]c3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cnc21,375.368,88.93,6,1,4,0.272727273,0.236914175,-0.224370675,0.167778125,1.642901686,397.9941413,523.0713502,8.713323556,-19.40167917,3.2,55,98.6,2839.1,,,,,
E-0013711,O=C(c1[nH]ncc1-c1ccc2ocnc2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,358.688,84.25,5,1,4,0.227272727,0.234883799,-0.225236597,0.18152557,1.583632202,373.6903035,416.7339309,7.333939102,-16.53526741,3.5,42.6,111.8,1610,15.17,1.12,0.8,0.4,
E-0013712,Cn1cnc2cc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cnc21,374.208,88.93,6,1,4,0.272727273,0.23764858,-0.22509317,0.179179494,1.996009462,393.8676213,511.0700186,9.552802534,-20.99305845,2.6,50.3,,,,,3.7,,
E-0013713,Cn1cc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)cn1,335.352,76.04,5,1,4,0.315789474,0.226746821,-0.217675142,0.195553941,3.818160142,333.2000189,546.699068,9.183304842,-19.90203273,2.7,52.2,,,,,3.1,,
E-0013714,CCOc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2C,350.848,52.29,6,0,6,0.523809524,0.1490389,-0.200624649,0.147331573,0.777111485,381.4425778,343.4804832,5.166499398,-11.44614711,2.4,60.2,,,,,11.5,,
E-0013715,COc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,317.56,52.29,6,0,3,0.473684211,0.164661796,-0.203170446,0.151957018,0.904801911,350.1513975,217.3016862,4.557797335,-10.32028621,1.7,64.1,,,,,25.5,,
E-0013716,CN1CCC[C@@H](Cn2cnc3c4cc(OCC5COC5)ccc4n(C)c3c2=O)C1,367.752,61.52,7,0,5,0.545454545,0.16728665,-0.201765544,0.148269155,0.923827854,395.2184523,411.9598678,6.44914387,-14.32618081,1.3,62,,,,,36.2,,
E-0013717,CN1CCC[C@@H](Cn2cnc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,344.936,52.29,6,0,5,0.5,0.151593339,-0.206008664,0.15271508,1.41390358,361.7981776,230.2467703,5.30353967,-12.08842235,2,59.7,6.5,104,29.92,0.73,10.8,,
E-0013718,CCOc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2c1,322.216,50.26,4,1,4,0.45,0.155982322,-0.194079766,0.147410276,1.138670443,357.1006574,255.0515544,5.21352332,-11.68435907,3.2,50.6,,,,,3.8,,
E-0013719,CCOc1ccc2c(c1)c1c(Cl)cn(CCCN3CCCCC3)c(=O)c1n2C,370.664,39.4,5,0,6,0.5,0.106295729,-0.193329165,0.141809426,0.482862201,408.1497009,211.962332,3.950026444,-8.785710489,3.8,26.2,,,,,3.2,,
E-0013720,COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,284.752,63.15,5,1,3,0.411764706,0.221771928,-0.206715797,0.1564101,0.724411607,313.4638484,245.9123769,5.525111724,-12.53928338,1,69,2.4,191.1,24.59,1.43,52,9.6,
E-0013721,CC(C)COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2c1,355.736,50.26,4,1,5,0.5,0.141284548,-0.193614392,0.147336981,1.178585322,386.5451638,251.6988996,5.440480021,-12.20378585,3.2,48.6,,,,,2.2,,
E-0013724,COc1ccc2c(c1)c1ncn(C[C@@H]3CCN(C)C3)c(=O)c1n2C,301.352,52.29,6,0,3,0.444444444,0.173518012,-0.202475542,0.151998657,0.684679966,331.9637957,240.6288078,4.93677655,-11.17857743,1.3,71,,,,,26,,
E-0013725,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCN1CCCCC1,301.672,41.03,3,1,4,0.421052632,0.136008645,-0.202769175,0.156012988,1.415948403,327.4699906,233.1924685,4.858737947,-10.95563609,2,57.6,11.2,109.4,35.22,0.81,6.7,2.2,
